Totals,PlayerID,Year,Position Estimate,+/- Per 100 Poss.,Turnovers,Fouls Committed,Fouls Drawn,Misc.,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
Leandro Barbosa,barbole01,2008,SG,25,PHO,82,2421,35%,65%,,,,3.3,-6.4,49,38,94,15,93,15,507,24,55
J.J. Barea,bareajo01,2008,PG,23,DAL,44,460,100%,,,,,4.8,-0.4,16,12,22,4,16,12,135,5,13
Andrea Bargnani,bargnan01,2008,PF,22,TOR,78,1861,,,,80%,20%,3.5,0.3,17,20,84,28,78,14,207,11,24
Matt Barnes,barnema02,2008,PF,27,GSW,73,1414,,1%,17%,75%,7%,0.1,-2.9,47,21,85,11,30,6,326,9,19
Andre Barrett,barrean01,2008,PG,25,LAC,4,25,100%,,,,,-34.7,-26.6,1,0,1,0,1,0,17,0,0
Earl Barron,barroea01,2008,C,26,MIA,46,889,,,,4%,97%,-12.5,-3.9,15,18,58,8,46,15,66,9,22
Brent Barry,barrybr01,2008,SF,36,SAS,31,554,,27%,55%,18%,,5.9,0.6,12,3,21,1,8,3,125,1,4
Brandon Bass,bassbr01,2008,C,22,DAL,79,1557,,,,37%,63%,-0.9,-10.0,24,32,93,12,96,3,127,24,48
Maceo Baston,bastoma01,2008,PF,32,TOR,15,103,,,1%,82%,17%,-2.5,-6.0,1,1,10,1,4,4,6,0,2
Shane Battier,battish01,2008,SF,29,HOU,80,2907,,1%,79%,20%,,6.8,4.7,48,18,134,8,34,39,344,8,15
Marco Belinelli,belinma01,2008,SG,21,GSW,33,241,38%,60%,2%,,,-9.3,-11.9,3,4,3,3,5,0,35,2,5
Charlie Bell,bellch01,2008,SG,28,MIL,68,1628,22%,65%,14%,,,-7.7,-0.3,43,24,46,4,35,11,476,3,31
Raja Bell,bellra01,2008,SG,31,PHO,75,2646,,68%,32%,,,7.2,4.5,31,15,99,7,24,31,374,3,21
Mike Bibby,bibbymi01,2008,PG,29,TOT,48,1573,98%,2%,,,,-1.4,1.1,84,28,44,2,31,16,635,8,17
Mike Bibby,bibbymi01,2008,PG,29,SAC,15,473,100%,,,,,-2.8,-0.6,25,11,21,0,13,3,174,4,5
Mike Bibby,bibbymi01,2008,PG,29,ATL,33,1100,98%,2%,,,,-0.8,1.7,59,17,23,2,18,13,461,4,12
Andris Biedrins,biedran01,2008,C,21,GSW,76,2078,,,,,100%,4.9,6.2,16,45,178,10,87,15,169,17,47
Chauncey Billups,billuch01,2008,PG,31,DET,78,2522,97%,3%,,,,10.9,6.3,85,45,48,25,156,9,1179,28,25
Steve Blake,blakest01,2008,PG,27,POR,81,2424,100%,,,,,1.1,6.2,78,14,60,6,7,21,930,1,11
Andray Blatche,blatcan01,2008,PF,21,WAS,82,1675,,,4%,69%,27%,-6.4,-10.2,33,39,140,16,78,17,212,20,59
Mark Blount,blounma01,2008,C,32,MIA,69,1542,,,,24%,76%,-11.4,-3.2,17,21,75,11,68,17,97,20,29
Keith Bogans,boganke01,2008,SG,27,ORL,82,2198,,93%,7%,,,7.2,3.0,32,11,83,3,43,17,241,9,25
Andrew Bogut,bogutan01,2008,C,23,MIL,78,2720,,,,,100%,-7.0,1.8,68,49,163,15,146,53,436,29,61
Matt Bonner,bonnema01,2008,PF,27,SAS,68,853,,,1%,83%,15%,4.7,-0.9,8,10,48,11,14,4,71,2,8
Josh Boone,boonejo01,2008,PF,23,NJN,70,1773,,,1%,63%,36%,-4.9,1.6,20,31,100,5,97,9,123,22,48
Calvin Booth,boothca01,2008,C,31,PHI,31,204,,,,,100%,-2.2,-2.5,0,3,24,0,4,4,18,0,2
Carlos Boozer,boozeca01,2008,PF,26,UTA,81,2827,,,,74%,26%,7.5,0.1,71,64,146,49,202,5,489,56,92
Chris Bosh,boshch01,2008,C,23,TOR,67,2425,,,,31%,69%,7.8,11.1,35,56,84,33,257,18,408,46,64
Bruce Bowen,bowenbr01,2008,SF,36,SAS,81,2448,,6%,77%,17%,,5.4,-0.2,31,7,59,5,19,28,213,2,13
Ryan Bowen,bowenry01,2008,SF,32,NOH,53,660,,4%,72%,24%,,2.9,-3.8,4,6,40,2,15,3,58,3,7
Earl Boykins,boykiea01,2008,PG,31,CHA,36,577,100%,,,,,-7.1,-2.5,23,11,10,0,18,1,217,3,10
Elton Brand,brandel01,2008,PF,28,LAC,8,274,,,,76%,24%,-17.2,-9.6,5,8,15,1,23,1,38,7,10
Corey Brewer,breweco01,2008,SF,21,MIN,79,1803,,14%,86%,1%,,-8.4,-1.6,43,22,102,10,50,21,242,10,34
Ronnie Brewer,brewero02,2008,SG,22,UTA,76,2088,,85%,15%,,,6.7,-1.6,26,24,40,8,113,9,286,21,50
Primoz Brezec,brezepr01,2008,C,28,TOT,50,475,,,,,100%,-6.1,-6.3,7,3,49,3,19,8,26,6,9
Primoz Brezec,brezepr01,2008,C,28,CHA,20,267,,,,,100%,-12.4,-8.0,4,3,16,1,3,6,14,1,4
Primoz Brezec,brezepr01,2008,C,28,DET,17,98,,,,,100%,0.1,-8.8,3,0,17,0,5,1,9,2,0
Primoz Brezec,brezepr01,2008,C,28,TOR,13,110,,,,,100%,3.7,0.3,0,0,16,2,11,1,3,3,5
Aaron Brooks,brookaa01,2008,PG,23,HOU,51,608,100%,,,,,0.0,-6.5,26,14,33,2,14,6,206,1,10
Andre Brown,brownan01,2008,PF,26,MEM,33,286,,,,9%,91%,-12.6,-6.4,3,6,28,2,21,1,18,5,4
Devin Brown,brownde02,2008,SG,29,CLE,78,1762,1%,70%,29%,,,0.0,0.3,37,27,76,13,65,14,392,13,39
Kwame Brown,brownkw01,2008,C,25,TOT,38,713,,,,,100%,-4.6,-9.3,13,16,48,11,47,11,96,6,16
Kwame Brown,brownkw01,2008,C,25,LAL,23,509,,,,,100%,-3.5,-12.9,8,12,32,9,32,7,60,2,13
Kwame Brown,brownkw01,2008,C,25,MEM,15,204,,,,,100%,-7.1,-0.5,5,4,16,2,15,4,36,4,3
P.J. Brown,brownpj01,2008,PF,38,BOS,18,209,,,,85%,15%,-1.3,-13.5,2,3,14,4,9,1,22,2,5
Shannon Brown,brownsh01,2008,SG,22,TOT,21,240,2%,72%,27%,,,-18.8,-19.2,5,10,14,4,13,0,41,4,11
Shannon Brown,brownsh01,2008,SG,22,CLE,15,218,2%,72%,26%,,,-15.6,-16.4,4,7,14,3,10,0,41,4,11
Shannon Brown,brownsh01,2008,SG,22,CHI,6,22,,70%,30%,,,-50.0,-47.2,1,3,0,1,3,0,0,0,0
Kobe Bryant,bryanko01,2008,SG,29,LAL,82,3192,1%,96%,3%,,,9.0,7.0,112,85,80,29,312,8,1017,64,66
Greg Buckner,buckngr01,2008,SG,31,MIN,31,520,31%,62%,7%,,,-14.7,-8.2,17,5,31,3,6,3,86,2,5
Caron Butler,butleca01,2008,SF,27,WAS,58,2314,,4%,92%,4%,,3.7,10.0,76,37,64,21,95,5,633,22,47
Rasual Butler,butlera01,2008,SF,28,NOH,51,875,,31%,69%,,,2.9,-4.1,1,2,38,3,16,3,82,2,10
Andrew Bynum,bynuman01,2008,C,20,LAL,35,1008,,,,,100%,10.9,4.4,10,15,60,10,64,1,134,22,29
Jose Calderon,caldejo01,2008,PG,26,TOR,82,2484,91%,9%,,,,3.8,1.1,86,30,54,2,24,20,1554,4,29
Marcus Camby,cambyma01,2008,C,33,DEN,79,2758,,,,,100%,3.8,1.0,76,21,145,4,75,33,547,12,17
Brian Cardinal,cardibr01,2008,PF,30,MEM,37,440,,,1%,80%,19%,0.3,7.9,14,6,38,2,7,7,55,2,2
Rodney Carney,carnero01,2008,SF,23,PHI,70,1039,,11%,69%,20%,,1.3,1.6,11,8,49,7,38,2,68,9,11
Matt Carroll,carroma01,2008,SG,27,CHA,80,2016,3%,79%,19%,,,-3.0,3.9,26,14,96,10,40,12,162,8,42
Anthony Carter,cartean01,2008,PG,32,DEN,70,1960,100%,,,,,1.0,-5.0,90,16,79,9,31,7,842,7,18
Vince Carter,cartevi01,2008,SG,31,NJN,76,2959,1%,87%,10%,1%,,-2.4,13.1,97,42,133,22,164,16,876,31,51
Sam Cassell,cassesa01,2008,PG,38,TOT,55,1274,85%,15%,,,,-4.7,-0.7,54,23,29,5,56,14,480,5,19
Sam Cassell,cassesa01,2008,PG,38,LAC,38,975,95%,5%,,,,-6.6,2.2,42,18,18,4,47,11,399,4,13
Sam Cassell,cassesa01,2008,PG,38,BOS,17,299,52%,47%,1%,,,1.8,-10.5,12,5,11,1,9,3,81,1,6
Tyson Chandler,chandty01,2008,C,25,NOH,79,2783,,,,,100%,7.9,6.1,31,38,111,33,137,13,189,39,38
Wilson Chandler,chandwi01,2008,SF,20,NYK,35,685,,11%,53%,30%,6%,-6.3,1.3,7,4,50,7,28,1,75,6,8
Josh Childress,childjo01,2008,SF,24,ATL,76,2274,,21%,74%,5%,,-2.7,-1.6,35,29,67,18,137,6,257,32,66
Jarron Collins,collija03,2008,C,29,UTA,70,702,,,,,100%,7.4,-0.1,11,3,53,6,22,34,79,4,6
Jason Collins,collija04,2008,C,29,TOT,74,1172,,,,,100%,-6.0,0.2,5,8,92,22,30,28,55,4,11
Jason Collins,collija04,2008,C,29,NJN,43,684,,,,,100%,-4.9,1.0,2,3,45,9,14,12,40,0,6
Jason Collins,collija04,2008,C,29,MEM,31,488,,,,,100%,-7.5,-0.9,3,5,47,13,16,16,15,4,5
Mardy Collins,collima01,2008,SG,23,NYK,46,634,4%,53%,42%,1%,,-11.2,-4.6,32,12,25,5,18,1,202,5,15
Nick Collison,collini01,2008,PF,27,SEA,78,2223,,,,50%,50%,-8.1,2.3,35,42,157,22,87,15,253,28,66
Mike Conley,conlemi01,2008,PG,20,MEM,53,1381,100%,,,,,-10.8,-6.2,47,26,37,7,54,7,529,14,38
Brian Cook,cookbr01,2008,PF,27,TOT,51,629,,,47%,52%,1%,1.0,-5.6,23,5,53,5,9,7,62,1,9
Brian Cook,cookbr01,2008,PF,27,LAL,6,70,,,47%,52%,,-7.2,-15.1,2,2,4,0,2,2,6,0,1
Brian Cook,cookbr01,2008,PF,27,ORL,45,559,,,47%,52%,1%,2.1,-4.4,21,3,49,5,7,5,56,1,8
Daequan Cook,cookda02,2008,SG,20,MIA,59,1441,2%,84%,14%,,,-11.6,-3.3,36,17,87,1,26,5,181,4,29
Jamal Crawford,crawfja01,2008,SG,27,NYK,80,3190,16%,69%,15%,,,-6.3,5.6,98,40,65,18,143,11,882,34,51
Javaris Crittenton,crittja01,2008,SG,20,TOT,50,679,6%,67%,28%,,,-2.8,0.8,21,18,15,6,47,4,121,11,22
Javaris Crittenton,crittja01,2008,SG,20,LAL,22,171,22%,78%,,,,-8.7,-17.2,7,7,2,4,13,0,41,4,7
Javaris Crittenton,crittja01,2008,SG,20,MEM,28,508,,63%,37%,,,-0.7,6.8,14,11,13,2,34,4,80,7,15
Austin Croshere,croshau01,2008,PF,32,GSW,44,457,,,2%,50%,49%,0.0,-2.2,5,5,33,4,14,7,74,2,9
Eddy Curry,curryed01,2008,C,25,NYK,59,1530,,,,,100%,-14.7,-11.9,22,43,62,43,153,6,83,33,51
Samuel Dalembert,dalemsa01,2008,C,26,PHI,82,2724,,,,,100%,-0.1,-0.9,47,42,156,17,121,13,95,23,64
Erick Dampier,dampier01,2008,C,32,DAL,72,1755,,,,,100%,5.4,0.5,12,18,138,25,71,2,140,15,29
Antonio Daniels,daniean01,2008,PG,32,WAS,71,2161,95%,5%,,,,0.7,2.5,57,15,30,11,89,25,792,23,21
Marquis Daniels,daniema01,2008,SG,27,IND,74,1546,29%,70%,1%,,,0.4,3.1,48,34,53,7,60,14,335,15,38
Jermareo Davidson,davidje01,2008,SF,23,CHA,38,322,,5%,56%,40%,,-11.6,-7.2,7,4,33,3,8,0,30,2,5
Baron Davis,davisba01,2008,PG,28,GSW,82,3196,93%,7%,,,,3.4,7.5,136,49,102,22,181,33,1441,42,71
Glen Davis,davisgl01,2008,C,22,BOS,69,940,,,,8%,92%,8.1,-4.4,7,24,70,22,71,17,66,12,29
Paul Davis,davispa01,2008,PF,23,LAC,22,194,,,,55%,45%,-19.2,-11.4,3,4,23,0,6,0,21,2,5
Ricky Davis,davisri01,2008,SF,28,MIA,82,2963,,30%,67%,4%,,-10.8,-5.1,112,43,99,4,76,20,631,14,46
Carlos Delfino,delfica01,2008,SG,25,TOR,82,1928,,50%,47%,2%,,0.8,-5.0,31,11,81,13,67,17,326,11,32
Luol Deng,denglu01,2008,SF,22,CHI,63,2128,,,58%,41%,1%,-3.8,-1.5,47,41,52,13,123,14,348,28,64
Boris Diaw,diawbo01,2008,PF,25,PHO,82,2308,,,5%,78%,17%,4.1,-3.8,77,27,90,20,59,20,750,19,34
Yakhouba Diawara,diawaya01,2008,SG,25,DEN,54,542,,57%,38%,5%,,2.1,-1.7,7,5,28,2,16,5,93,1,6
Guillermo Diaz,diazgu01,2008,SG,22,LAC,6,18,,99%,1%,,,4.7,13.0,0,0,0,0,3,0,2,1,1
Dan Dickau,dickada01,2008,PG,29,LAC,67,1040,98%,2%,,,,-4.5,5.1,29,13,54,8,28,8,378,7,5
Kaniel Dickens,dickeka01,2008,PF,29,CLE,5,12,,,,100%,,0.5,0.6,0,0,1,0,0,0,2,0,1
Travis Diener,dienetr01,2008,PG,25,IND,66,1356,100%,,,,,-2.4,-1.2,36,13,47,3,11,4,621,0,7
Ike Diogu,dioguik01,2008,PF,24,IND,30,305,,,,62%,38%,-10.4,-9.6,7,4,21,2,21,2,25,3,19
DeSagana Diop,diopde01,2008,C,26,TOT,79,1295,,,,,100%,4.4,3.1,11,15,94,11,33,7,86,8,16
DeSagana Diop,diopde01,2008,C,26,DAL,52,894,,,,,100%,6.8,2.2,6,11,64,7,21,5,54,6,11
DeSagana Diop,diopde01,2008,C,26,NJN,27,401,,,,,100%,-1.2,5.1,5,4,30,4,12,2,32,2,5
Juan Dixon,dixonju01,2008,PG,29,TOT,53,668,91%,9%,,,,8.1,2.8,31,14,29,3,10,5,211,1,16
Juan Dixon,dixonju01,2008,PG,29,TOR,36,424,86%,14%,,,,0.0,-3.8,19,10,19,1,8,4,141,1,8
Juan Dixon,dixonju01,2008,PG,29,DET,17,244,100%,,,,,22.0,14.3,12,4,10,2,2,1,70,0,8
Michael Doleac,doleami01,2008,C,30,MIN,24,257,,,,61%,39%,-7.4,0.1,8,2,29,0,1,2,15,0,3
Keyon Dooling,doolike01,2008,PG,27,ORL,72,1334,54%,46%,,,,6.0,0.2,26,18,39,11,75,21,333,19,30
Quincy Douby,doubyqu01,2008,PG,23,SAC,74,876,99%,1%,,,,-7.4,-6.6,34,13,31,3,21,10,115,4,13
Jared Dudley,dudleja01,2008,PF,22,CHA,73,1384,,,17%,80%,4%,-2.2,4.1,25,12,61,8,60,10,190,13,27
Chris Duhon,duhonch01,2008,PG,25,CHI,66,1490,100%,,,,,-1.8,2.1,47,6,44,4,35,9,574,6,29
Tim Duncan,duncati01,2008,C,31,SAS,78,2651,,,,6%,94%,8.2,8.4,68,69,108,21,226,7,506,49,105
Mike Dunleavy,dunlemi02,2008,SG,27,IND,82,2953,,49%,48%,2%,,0.5,8.3,79,60,101,24,164,42,660,33,61
Ronald Dupree,duprero01,2008,SF,27,TOT,5,21,,8%,61%,31%,,11.8,18.4,0,0,0,0,0,0,2,0,0
Ronald Dupree,duprero01,2008,SF,27,DET,1,3,,,100%,,,40.0,31.4,0,0,0,0,0,0,0,0,0
Ronald Dupree,duprero01,2008,SF,27,SEA,4,18,,9%,55%,36%,,7.1,16.2,0,0,0,0,0,0,2,0,0
Kevin Durant,duranke01,2008,SG,19,SEA,80,2768,,94%,6%,,,-11.6,-8.7,81,96,63,28,187,6,407,37,85
Monta Ellis,ellismo01,2008,SG,22,GSW,81,3071,14%,84%,2%,,,2.8,3.8,58,68,86,25,195,42,769,40,65
Francisco Elson,elsonfr01,2008,C,31,TOT,63,813,,,,9%,91%,-5.6,-6.7,14,14,60,9,18,11,56,6,22
Francisco Elson,elsonfr01,2008,C,31,SAS,41,534,,,,,100%,1.9,-4.1,7,10,37,6,12,7,39,4,17
Francisco Elson,elsonfr01,2008,C,31,SEA,22,279,,,,26%,74%,-19.9,-11.6,7,4,23,3,6,4,17,2,5
Melvin Ely,elyme01,2008,C,29,NOH,52,621,,,,44%,56%,8.6,3.1,10,8,39,6,25,5,49,4,14
Maurice Evans,evansma01,2008,SG,29,TOT,75,1720,,64%,36%,,,4.5,-2.8,13,14,56,5,41,6,183,11,43
Maurice Evans,evansma01,2008,SG,29,LAL,7,96,,97%,3%,,,16.6,9.2,0,0,3,0,8,0,28,1,2
Maurice Evans,evansma01,2008,SG,29,ORL,68,1624,,62%,38%,,,3.8,-3.5,13,14,53,5,33,6,155,10,41
Reggie Evans,evansre01,2008,PF,27,PHI,81,1879,,,,85%,15%,-1.6,-3.2,25,27,76,16,111,26,140,14,57
Jordan Farmar,farmajo01,2008,PG,21,LAL,82,1690,100%,,,,,9.1,2.5,65,22,27,10,36,6,524,15,21
Nick Fazekas,fazekni01,2008,PF,22,TOT,26,269,,,,26%,74%,2.4,10.9,4,6,11,2,11,1,27,4,5
Nick Fazekas,fazekni01,2008,PF,22,DAL,4,9,,,,45%,55%,5.4,0.3,0,0,0,0,0,0,0,0,0
Nick Fazekas,fazekni01,2008,PF,22,LAC,22,260,,,,25%,75%,2.3,11.3,4,6,11,2,11,1,27,4,5
Raymond Felton,feltora01,2008,PG,23,CHA,79,2972,94%,7%,,,,-3.9,4.1,132,54,81,13,110,10,1344,26,65
Kyrylo Fesenko,fesenky01,2008,C,21,UTA,9,70,,,,,100%,0.0,-7.6,1,4,7,1,0,0,4,0,2
Michael Finley,finlemi01,2008,SG,34,SAS,82,2204,,56%,43%,,,5.4,0.0,32,21,61,0,15,6,252,1,14
Derek Fisher,fishede01,2008,PG,33,LAL,82,2249,98%,3%,,,,6.7,-2.2,59,17,77,10,58,55,532,9,33
T.J. Ford,fordtj01,2008,PG,24,TOR,51,1199,100%,,,,,0.7,-4.0,70,21,36,3,50,6,691,16,24
Jeff Foster,fosteje01,2008,C,31,IND,77,1884,,,,8%,92%,-1.0,1.0,29,10,134,14,63,27,298,15,23
Randy Foye,foyera01,2008,PG,24,MIN,39,1259,81%,19%,,,,-6.7,1.3,45,19,51,7,21,5,355,5,23
Adonal Foyle,foylead01,2008,C,32,ORL,82,774,,,,1%,99%,0.4,-6.7,8,7,59,7,15,8,40,2,22
Richie Frahm,frahmri01,2008,SG,30,LAC,10,163,,49%,47%,4%,,-0.9,7.7,4,0,2,0,1,0,16,0,3
Steve Francis,francst01,2008,PG,30,HOU,10,199,50%,49%,1%,,,-1.6,-7.6,7,4,11,3,8,1,68,1,5
Channing Frye,fryech01,2008,C,24,POR,78,1342,,,,11%,90%,0.9,3.3,12,13,126,13,52,11,135,10,14
Dan Gadzuric,gadzuda01,2008,C,29,MIL,51,534,,,,19%,81%,-7.3,0.3,8,15,55,4,26,5,24,3,7
Jorge Garbajosa,garbajo01,2008,PF,30,TOR,7,74,,,,51%,49%,-4.1,-7.6,1,0,1,0,0,1,7,0,1
Francisco Garcia,garcifr01,2008,SF,26,SAC,79,2096,,10%,80%,10%,,-3.2,-1.8,61,24,124,24,86,20,285,24,42
Thomas Gardner,gardnth01,2008,SG,22,CHI,4,45,,79%,21%,,,-8.6,-5.6,2,1,2,0,1,1,2,0,3
Kevin Garnett,garneke01,2008,PF,31,BOS,71,2328,,,,79%,21%,16.4,11.8,57,22,70,29,142,6,560,18,30
Pat Garrity,garripa01,2008,PF,31,ORL,31,284,,,43%,56%,2%,0.7,-5.5,5,2,19,4,2,7,32,0,3
Pau Gasol,gasolpa01,2008,C,27,TOT,66,2351,,,,22%,78%,4.6,8.2,57,47,77,8,160,15,497,42,57
Pau Gasol,gasolpa01,2008,C,27,MEM,39,1433,,,,36%,64%,-1.5,8.2,35,34,49,4,96,9,277,25,38
Pau Gasol,gasolpa01,2008,C,27,LAL,27,918,,,,,100%,14.1,8.3,22,13,28,4,64,6,220,17,19
Rudy Gay,gayru01,2008,SF,21,MEM,81,3000,,,62%,38%,,-8.5,-7.2,71,80,114,17,134,19,364,27,50
Mickael Gelabale,gelabmi01,2008,SG,24,SEA,39,465,16%,83%,1%,,,-4.8,4.9,6,12,20,5,8,3,75,4,10
Devean George,georgde01,2008,SF,30,DAL,53,821,,1%,81%,18%,,0.5,-5.8,7,11,45,4,13,8,83,1,13
Daniel Gibson,gibsoda01,2008,PG,21,CLE,58,1765,100%,,,,,3.5,6.4,38,18,80,10,31,13,332,6,25
Eddie Gill,gilled01,2008,PG,29,TOT,14,154,99%,1%,,,,-11.0,-5.4,6,2,10,0,4,1,48,1,2
Eddie Gill,gilled01,2008,PG,29,NJN,13,149,99%,1%,,,,-11.5,-6.0,5,2,10,0,4,0,45,1,2
Eddie Gill,gilled01,2008,PG,29,SEA,1,5,100%,,,,,2.8,11.8,1,0,0,0,0,1,3,0,0
Manu Ginobili,ginobma01,2008,SG,30,SAS,74,2299,5%,94%,2%,,,9.2,9.3,117,51,68,20,152,27,742,23,44
Gordan Giricek,giricgo01,2008,SG,30,TOT,56,831,,66%,33%,1%,,3.3,-2.4,14,12,38,12,13,14,136,3,14
Gordan Giricek,giricgo01,2008,SG,30,UTA,22,279,1%,98%,1%,,,9.5,2.2,6,2,11,4,1,8,35,1,4
Gordan Giricek,giricgo01,2008,SG,30,PHI,12,110,,71%,29%,,,-11.3,-11.8,1,1,5,2,4,1,23,0,3
Gordan Giricek,giricgo01,2008,SG,30,PHO,22,442,,45%,54%,2%,,3.1,-2.9,7,9,22,6,8,5,78,2,7
Ryan Gomes,gomesry01,2008,PF,25,MIN,82,2434,,,30%,70%,,-6.3,3.3,36,28,74,14,104,4,330,25,47
Drew Gooden,goodedr01,2008,PF,26,TOT,69,2122,,,,78%,22%,-2.4,-2.1,37,33,122,18,107,4,180,23,59
Drew Gooden,goodedr01,2008,PF,26,CLE,51,1564,,,,86%,14%,-1.1,-1.6,23,27,81,15,74,1,111,16,41
Drew Gooden,goodedr01,2008,PF,26,CHI,18,558,,,,56%,44%,-6.2,-3.6,14,6,41,3,33,3,69,7,18
Ben Gordon,gordobe01,2008,SG,24,CHI,72,2291,20%,77%,3%,,,-6.1,-7.0,75,39,86,17,98,7,480,20,46
Marcin Gortat,gortama01,2008,C,23,ORL,6,41,,,,,100%,0.0,-5.9,0,0,3,0,2,2,4,1,1
Joey Graham,grahajo01,2008,SF,25,TOR,38,331,,26%,59%,15%,,1.2,-2.4,3,9,27,7,21,7,33,1,12
Stephen Graham,grahast01,2008,SF,25,IND,22,128,,17%,63%,18%,1%,1.4,3.1,4,3,5,1,7,2,20,2,2
Danny Granger,grangda01,2008,SF,24,IND,80,2876,,3%,67%,30%,,-2.9,-5.0,60,47,115,35,163,17,395,38,60
