Totals,PlayerID,Year,Position Estimate,+/- Per 100 Poss.,Turnovers,Fouls Committed,Fouls Drawn,Misc.,Rk,Player,Pos,Age,Tm,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
Richard Hamilton,hamilri01,2006,SG,27,DET,80,2825,,99%,1%,,,9.8,6.1,73,52,60,29,114,26,602,29,71
Zendon Hamilton,hamilze01,2006,C,30,TOT,12,49,,,,,100%,-20.1,-22.6,2,2,0,1,7,0,0,2,4
Zendon Hamilton,hamilze01,2006,C,30,CLE,11,46,,,,,100%,-17.1,-19.9,2,2,0,1,6,0,0,2,3
Zendon Hamilton,hamilze01,2006,C,30,PHI,1,3,,,,,100%,-66.7,-64.8,0,0,0,0,1,0,0,0,1
Anfernee Hardaway,hardaan01,2006,SF,34,NYK,4,72,,25%,74%,1%,,3.6,10.8,5,1,2,0,0,0,19,0,0
Matt Harpring,harprma01,2006,SF,29,UTA,71,1944,,28%,71%,1%,,-3.3,-0.1,45,22,86,27,118,13,214,24,54
Al Harrington,harrial01,2006,PF,25,ATL,76,2782,,,20%,73%,7%,-6.6,-4.0,82,41,129,40,150,24,531,33,71
Othella Harrington,harriot01,2006,C,32,CHI,72,824,,,,63%,37%,0.8,-0.2,17,8,54,21,45,23,88,10,15
Devin Harris,harride01,2006,PG,22,DAL,56,1275,53%,47%,,,,6.1,-0.7,37,24,51,12,89,21,403,29,39
David Harrison,harrida01,2006,C,23,IND,67,1034,,,,,100%,-2.3,-5.5,14,19,106,31,78,6,34,17,33
Jason Hart,hartja01,2006,PG,27,SAC,66,818,61%,39%,,,,-2.3,-5.0,20,14,33,7,18,9,156,2,19
Udonis Haslem,hasleud01,2006,PF,25,MIA,81,2491,,,,90%,10%,6.5,5.9,33,20,84,13,70,36,215,11,25
Trenton Hassell,hassetr01,2006,SG,26,MIN,77,2514,,71%,27%,1%,,-2.1,0.1,59,26,79,19,89,12,440,26,42
Chuck Hayes,hayesch01,2006,PF,22,HOU,40,535,,,,98%,2%,9.6,12.9,2,3,33,2,21,7,33,5,16
Jarvis Hayes,hayesja01,2006,SG,24,WAS,21,516,,75%,25%,,,0.5,-1.8,11,7,16,1,15,0,62,5,11
Brendan Haywood,haywobr01,2006,C,26,WAS,79,1879,,,,,100%,2.5,1.0,9,34,139,21,93,36,108,17,29
Luther Head,headlu01,2006,SG,23,HOU,80,2310,8%,70%,22%,,,-0.8,1.7,67,24,69,7,46,3,485,9,37
Alan Henderson,hendeal01,2006,C,33,CLE,51,531,,,,35%,65%,-3.5,-7.0,3,10,36,2,23,3,23,6,14
Nene,hilarne01,2006,PF,23,DEN,1,3,,,,100%,,-93.3,-93.6,1,0,1,0,0,0,0,0,0
Grant Hill,hillgr01,2006,SF,33,ORL,21,613,,24%,75%,1%,,-3.7,-3.1,15,11,26,7,42,16,101,10,20
Kirk Hinrich,hinriki01,2006,PG,25,CHI,81,2955,47%,51%,2%,,,0.3,-2.7,101,56,124,16,111,45,1150,18,45
Julius Hodge,hodgeju01,2006,SG,22,DEN,14,33,,27%,73%,1%,,1.5,1.3,0,6,2,1,2,0,13,0,4
Randy Holcomb,holcora01,2006,SF,26,CHI,4,11,,,90%,11%,,7.2,6.3,0,0,0,0,0,0,0,0,0
Robert Horry,horryro01,2006,PF,35,SAS,63,1182,,,,96%,4%,10.8,3.8,23,10,60,3,18,11,175,1,9
Eddie House,houseed01,2006,PG,27,PHO,81,1421,99%,1%,,,,2.8,-5.0,41,20,42,8,12,7,328,1,23
Dwight Howard,howardw01,2006,PF,20,ORL,82,3021,,,,74%,26%,0.1,5.2,50,70,149,44,272,7,275,65,85
Josh Howard,howarjo01,2006,SF,25,DAL,59,1915,,4%,92%,5%,,8.7,4.2,29,24,85,15,127,18,251,33,51
Juwan Howard,howarju01,2006,PF,32,HOU,80,2537,,,,90%,9%,-5.3,-10.7,47,29,81,35,86,12,263,23,63
Troy Hudson,hudsotr01,2006,PG,29,MIN,36,800,100%,,,,,-2.3,-0.1,18,10,12,5,12,21,231,5,16
Larry Hughes,hughela01,2006,SG,27,CLE,36,1281,1%,86%,13%,,,1.4,-1.9,42,23,55,19,84,11,295,14,34
Kris Humphries,humphkr01,2006,PF,20,UTA,62,619,,,19%,77%,4%,-8.2,-5.9,13,7,39,7,24,3,62,4,15
Lindsey Hunter,hunteli01,2006,PG,35,DET,30,353,100%,,,,,6.4,-1.7,13,6,22,1,2,4,130,0,3
Steven Hunter,huntest01,2006,C,24,PHI,69,1312,,,,9%,91%,-1.7,0.3,10,29,70,7,71,8,42,21,36
Andre Iguodala,iguodan01,2006,SF,22,PHI,82,3086,,48%,51%,1%,,0.4,10.5,76,44,110,9,151,26,554,19,36
Zydrunas Ilgauskas,ilgauzy01,2006,C,30,CLE,78,2283,,,,,100%,3.6,2.3,28,44,152,33,171,18,206,40,51
D.J. Mbenga,mbengdj01,2006,C,25,DAL,43,237,,,5%,7%,88%,-0.3,-7.3,4,4,30,3,6,3,5,0,2
Allen Iverson,iversal01,2006,PG,30,PHI,72,3103,100%,,,,,-0.2,8.6,131,79,49,17,343,44,1169,68,103
Royal Ivey,iveyro01,2006,PG,24,ATL,73,978,100%,,,,,-7.2,-2.4,15,3,60,4,9,28,164,1,9
Jarrett Jack,jackja01,2006,SG,22,POR,79,1599,16%,80%,4%,,,-12.6,-2.6,47,28,65,16,64,13,482,16,20
Bobby Jackson,jacksbo01,2006,PG,32,MEM,71,1775,86%,14%,,,,5.9,2.6,60,30,63,5,62,14,443,13,49
Jermaine Jackson,jacksje01,2006,PG,29,MIL,30,202,77%,23%,,,,-23.3,-23.3,9,3,6,0,5,2,58,2,3
Jim Jackson,jacksji01,2006,SF,35,TOT,40,512,1%,31%,68%,,,0.7,-5.0,27,2,30,2,4,3,80,0,5
Jim Jackson,jacksji01,2006,SF,35,PHO,27,420,1%,30%,69%,,,3.1,-3.2,22,2,25,2,4,3,72,0,5
Jim Jackson,jacksji01,2006,SF,35,LAL,13,92,,34%,66%,,,-10.5,-13.3,5,0,5,0,0,0,8,0,0
Luke Jackson,jackslu02,2006,SF,24,CLE,36,315,,35%,64%,1%,,-5.1,-8.4,16,7,18,4,11,2,55,2,4
Marc Jackson,jacksma02,2006,C,31,TOT,64,1027,,,,2%,98%,-7.0,-6.6,20,18,57,15,37,19,100,10,27
Marc Jackson,jacksma02,2006,C,31,NJN,37,433,,,,5%,95%,-4.4,-6.6,6,3,33,12,22,10,50,4,8
Marc Jackson,jacksma02,2006,C,31,NOK,27,594,,,,,100%,-8.8,-6.7,14,15,24,3,15,9,50,6,19
Stephen Jackson,jacksst02,2006,SG,27,IND,81,2910,,51%,48%,1%,,0.1,-6.5,79,71,82,31,142,7,506,21,70
Jerome James,jamesje01,2006,C,30,NYK,45,406,,,,,100%,-18.6,-12.9,11,13,49,17,22,7,27,6,6
LeBron James,jamesle01,2006,SF,21,CLE,79,3361,,1%,97%,2%,,4.1,10.4,120,68,59,35,362,16,1190,107,65
Mike James,jamesmi01,2006,PG,30,TOR,79,2925,91%,9%,,,,-2.7,3.1,101,52,72,34,105,25,1060,28,71
Antawn Jamison,jamisan01,2006,SF,29,WAS,82,3288,,1%,53%,45%,1%,3.4,8.3,60,47,122,17,109,20,360,30,60
Marko Jaric,jaricma01,2006,PG,27,MIN,75,2102,68%,30%,2%,,,0.9,6.5,79,18,81,14,55,5,624,9,35
Sarunas Jasikevicius,jasiksa01,2006,PG,29,IND,75,1557,58%,40%,1%,,,1.1,-1.1,75,28,45,6,35,7,488,4,16
Al Jefferson,jeffeal01,2006,PF,21,BOS,59,1062,,,,43%,57%,-5.2,-4.8,12,21,107,9,71,18,68,20,43
Richard Jefferson,jefferi01,2006,SF,25,NJN,78,3059,,2%,90%,8%,,4.0,11.3,73,53,87,30,259,24,666,56,64
Jared Jeffries,jeffrja01,2006,PF,24,WAS,77,1951,,,5%,87%,8%,3.0,2.1,38,32,108,21,81,25,332,15,35
Amir Johnson,johnsam01,2006,SF,18,DET,3,39,,,100%,,,-27.2,-35.6,2,0,3,1,1,0,6,0,0
Anthony Johnson,johnsan02,2006,PG,31,IND,75,1981,99%,1%,,,,3.7,3.9,67,22,52,12,42,6,727,6,29
DerMarr Johnson,johnsde03,2006,SG,25,DEN,58,924,,51%,42%,7%,,-2.1,-3.0,18,11,51,6,17,3,120,7,19
Ervin Johnson,johnser02,2006,C,38,MIL,18,81,,,,,100%,-18.3,-17.4,0,4,14,0,1,0,4,0,3
Joe Johnson,johnsjo02,2006,SG,24,ATL,82,3340,20%,76%,4%,,,-6.5,-6.9,120,83,83,27,114,9,1179,36,40
Linton Johnson,johnsli01,2006,SF,25,TOT,36,524,,2%,74%,24%,1%,-4.9,-2.4,9,11,32,5,10,5,31,1,10
Linton Johnson,johnsli01,2006,SF,25,NJN,9,35,,30%,25%,43%,2%,-3.0,-4.5,2,2,5,0,2,0,4,0,2
Linton Johnson,johnsli01,2006,SF,25,NOK,27,489,,,77%,22%,1%,-5.1,-2.2,7,9,27,5,8,5,27,1,8
Dahntay Jones,jonesda02,2006,SF,25,MEM,71,967,,13%,82%,5%,,-6.7,-14.8,17,14,40,11,44,17,92,8,22
Damon Jones,jonesda01,2006,PG,29,CLE,82,2089,97%,3%,,,,2.5,-0.1,35,8,43,6,10,8,388,3,8
Dwayne Jones,jonesdw02,2006,PF,22,BOS,14,87,,,4%,44%,53%,14.5,16.5,0,0,9,1,5,0,5,1,2
Eddie Jones,jonesed02,2006,SG,34,MEM,75,2437,,95%,5%,,,7.3,7.2,48,20,73,18,79,24,395,11,37
Fred Jones,jonesfr01,2006,SG,26,IND,68,1837,,89%,11%,,,0.0,-3.3,57,25,64,20,64,10,350,15,26
James Jones,jonesja02,2006,SF,25,PHO,75,1772,,5%,84%,12%,,5.4,-1.1,17,7,69,5,43,28,145,7,12
Jumaine Jones,jonesju01,2006,PF,26,CHA,76,2089,,,33%,56%,11%,-5.7,-2.8,36,22,109,10,41,26,140,12,21
Chris Kaman,kamanch01,2006,C,23,LAC,78,2560,,,,,100%,2.8,2.7,50,60,160,23,110,6,172,27,63
Jason Kapono,kaponja01,2006,SF,24,MIA,51,665,4%,35%,62%,,,-7.1,-13.7,9,5,42,3,8,8,85,1,9
Mario Kasun,kasunma01,2006,C,25,ORL,28,213,,,,,100%,-4.3,-3.3,4,5,37,4,9,1,6,1,9
Viktor Khryapa,khryavi01,2006,SF,23,POR,69,1492,,,64%,32%,4%,-10.6,0.7,39,25,87,10,43,34,190,7,20
Jason Kidd,kiddja01,2006,PG,32,NJN,80,2975,100%,,,,,4.4,12.6,141,35,71,9,66,10,1444,12,27
Andrei Kirilenko,kirilan01,2006,SF,24,UTA,69,2604,,1%,72%,27%,,1.0,12.3,111,58,67,16,205,24,628,35,57
Linas Kleiza,kleizli01,2006,PF,21,DEN,61,519,,,8%,59%,33%,-2.1,-2.7,3,8,34,4,40,2,34,11,13
Brevin Knight,knighbr01,2006,PG,30,CHA,69,2351,100%,,,,,-5.4,-2.4,109,26,87,6,109,22,1344,22,52
Yaroslav Korolev,korolya01,2006,SF,18,LAC,24,127,,8%,63%,28%,,-3.5,-5.5,5,1,9,0,4,3,19,2,2
Kyle Korver,korveky01,2006,SF,24,PHI,82,2563,,5%,75%,19%,,-2.3,-1.0,47,29,130,11,19,32,350,4,20
Nenad Krstic,krstine01,2006,PF,22,NJN,80,2469,,,,57%,43%,5.3,10.3,25,42,131,32,116,49,208,27,84
Toni Kukoc,kukocto01,2006,PF,37,MIL,65,1018,,,12%,87%,1%,-3.0,-2.3,45,13,51,4,21,5,302,7,2
Raef LaFrentz,lafrera01,2006,PF,29,BOS,82,2033,,,,62%,38%,-1.1,1.1,38,12,176,10,30,18,263,6,27
Maciej Lampe,lampema01,2006,C,20,TOT,6,28,,,,,100%,-14.1,-11.7,0,2,0,0,1,0,5,0,1
Maciej Lampe,lampema01,2006,C,20,NOK,2,16,,,,,100%,-25.2,-22.1,0,1,0,0,0,0,5,0,0
Maciej Lampe,lampema01,2006,C,20,HOU,4,12,,,,,100%,0.8,2.3,0,1,0,0,1,0,0,0,1
David Lee,leeda02,2006,SF,22,NYK,67,1129,,,57%,42%,1%,-3.6,4.7,32,10,53,5,62,7,96,16,23
Voshon Lenard,lenarvo01,2006,SG,32,TOT,26,458,,76%,24%,,,-5.5,-0.4,17,9,14,3,12,2,88,2,11
Voshon Lenard,lenarvo01,2006,SG,32,DEN,12,238,,83%,18%,,,-0.2,-0.5,3,5,9,2,4,2,36,1,6
Voshon Lenard,lenarvo01,2006,SG,32,POR,14,220,,68%,32%,,,-11.3,-0.3,14,4,5,1,8,0,52,1,5
Rashard Lewis,lewisra02,2006,SF,26,SEA,78,2876,,1%,88%,11%,1%,-3.9,-2.4,55,37,83,34,163,5,420,34,52
Randy Livingston,livinra01,2006,PG,30,CHI,5,22,40%,43%,17%,,,19.6,18.7,1,0,0,0,0,0,2,0,2
Shaun Livingston,livinsh01,2006,PG,20,LAC,61,1525,59%,41%,,,,-1.5,-5.4,66,23,73,10,32,9,597,1,20
John Lucas III,lucasjo02,2006,PG,23,HOU,13,107,100%,,,,,-8.8,-7.5,3,1,1,1,0,1,26,0,2
Tyronn Lue,luety01,2006,PG,28,ATL,51,1234,100%,,,,,-4.4,1.4,36,21,54,10,33,19,355,5,25
Arvydas Macijauskas,macijar01,2006,SG,26,NOK,19,135,34%,66%,,,,-6.7,-3.7,4,2,4,0,4,3,12,0,4
Mark Madsen,madsema01,2006,C,30,MIN,62,676,,,,39%,61%,-1.4,0.9,5,7,53,7,9,20,24,1,10
Corey Maggette,maggeco01,2006,SF,26,LAC,32,943,,13%,84%,3%,,6.8,6.6,22,23,32,24,104,7,140,17,29
Jamaal Magloire,magloja01,2006,C,27,MIL,82,2465,,,,,100%,-2.1,-2.0,35,49,141,34,133,8,125,25,59
Stephon Marbury,marbust01,2006,PG,28,NYK,60,2193,78%,22%,,,,-6.7,0.6,96,29,53,20,141,20,832,36,51
Shawn Marion,mariosh01,2006,PF,27,PHO,81,3263,,1%,32%,65%,2%,6.8,4.2,49,39,133,10,130,19,348,29,55
Sean Marks,marksse01,2006,PF,30,SAS,25,181,,,18%,80%,2%,-8.8,-17.8,4,2,13,0,5,2,15,1,2
Donyell Marshall,marshdo01,2006,PF,32,CLE,81,2077,,,2%,97%,1%,2.3,-0.6,35,20,96,15,42,6,140,5,24
Rawle Marshall,marshra01,2006,SF,23,DAL,23,241,5%,11%,82%,2%,,-1.0,-8.1,3,8,5,2,12,1,25,1,6
Darrick Martin,martida01,2006,PG,34,TOR,40,339,96%,5%,,,,7.6,12.1,9,4,15,1,5,1,134,0,5
Kenyon Martin,martike01,2006,PF,28,DEN,56,1546,,,,68%,32%,1.8,2.5,32,12,84,10,86,2,173,20,43
Kevin Martin,martike02,2006,SG,22,SAC,72,1913,5%,80%,15%,,,0.9,-1.6,35,27,43,8,87,28,220,17,34
Desmond Mason,masonde01,2006,SF,28,NOK,70,2102,,1%,88%,11%,,-6.5,-7.4,37,34,60,22,121,49,137,20,56
Jason Maxiell,maxieja01,2006,PF,22,DET,26,159,,,2%,93%,4%,-27.3,-37.0,3,7,10,1,16,0,6,2,1
Sean May,mayse01,2006,PF,21,CHA,23,398,,,4%,85%,11%,-3.0,1.6,10,10,29,9,25,1,51,6,16
Rashad McCants,mccanra01,2006,SG,21,MIN,79,1362,,85%,15%,,,-4.6,-3.7,28,18,58,29,49,5,134,8,26
Walter McCarty,mccarwa01,2006,SF,31,LAC,36,353,,,38%,58%,3%,1.5,-0.4,10,5,27,1,10,4,49,3,7
Antonio McDyess,mcdyean01,2006,PF,31,DET,82,1733,,,,97%,3%,4.5,-6.3,28,13,124,20,53,12,204,12,15
Tracy McGrady,mcgratr01,2006,SF,26,HOU,47,1745,,,91%,10%,,1.9,6.1,66,34,48,8,147,7,510,31,32
Jeff McInnis,mcinnje01,2006,SG,31,NJN,28,486,10%,80%,11%,,,-17.4,-21.4,20,6,11,0,12,3,118,3,5
Aaron McKie,mckieaa01,2006,PG,33,LAL,14,121,69%,31%,,,,-11.2,-14.1,2,0,4,0,1,0,25,0,0
Keith McLeod,mcleoke01,2006,PG,26,UTA,66,1232,100%,,,,,-5.7,-3.5,32,15,54,20,44,19,324,4,11
Stanislav Medvedenko,medvest01,2006,PF,26,LAL,2,6,,,,3%,97%,88.3,86.0,0,0,0,0,0,0,2,0,0
Chris Mihm,mihmch01,2006,C,26,LAL,59,1541,,,,1%,100%,1.4,-1.7,12,26,113,21,81,12,136,15,39
Aaron Miles,milesaa01,2006,PG,22,GSW,19,118,100%,,,,,-1.3,0.5,7,1,5,0,1,2,49,0,3
C.J. Miles,milescj01,2006,PG,18,UTA,23,203,,75%,26%,,,-4.2,-1.0,6,2,7,0,9,2,32,0,6
Darius Miles,milesda01,2006,SF,24,POR,40,1286,,2%,78%,20%,1%,-8.4,3.9,38,25,47,23,72,4,168,17,23
Darko Milicic,milicda01,2006,C,20,TOT,55,767,,,,1%,99%,-2.6,-2.7,29,10,64,6,21,4,88,2,12
Darko Milicic,milicda01,2006,C,20,DET,25,140,,,,,100%,-27.0,-36.4,6,3,17,2,3,0,21,0,0
Darko Milicic,milicda01,2006,C,20,ORL,30,627,,,,1%,99%,2.9,4.8,23,7,47,4,18,4,67,2,12
Andre Miller,millean02,2006,PG,29,DEN,82,2937,57%,36%,8%,,,2.2,7.2,149,53,76,29,181,33,1448,35,63
Brad Miller,millebr01,2006,C,29,SAC,79,2923,,,,,100%,3.9,8.5,107,45,137,13,141,35,854,32,57
Mike Miller,millemi01,2006,SG,25,MEM,74,2268,,46%,54%,,,2.3,-5.1,71,28,77,27,75,18,454,23,29
Yao Ming,mingya01,2006,C,25,HOU,57,1949,,,,,100%,1.7,6.3,27,58,114,32,182,12,200,55,72
Cuttino Mobley,moblecu01,2006,SG,30,LAC,79,2979,,38%,62%,1%,,2.2,1.4,68,36,92,25,86,9,503,19,47
Nazr Mohammed,mohamna01,2006,C,28,SAS,80,1389,,,,12%,88%,5.5,-4.0,18,30,129,18,72,6,87,19,55
Sergei Monia,moniase01,2006,SF,22,TOT,26,343,,65%,22%,13%,,-23.1,-13.4,4,4,23,1,8,0,43,1,7
Sergei Monia,moniase01,2006,SF,22,POR,23,336,,67%,22%,11%,,-23.2,-13.3,4,4,23,1,7,0,43,1,7
Sergei Monia,moniase01,2006,SF,22,SAC,3,7,,,17%,84%,,-16.7,-18.4,0,0,0,0,1,0,0,0,0
Mikki Moore,mooremi01,2006,C,30,SEA,47,583,,,,60%,40%,-1.2,2.4,17,11,54,9,23,12,62,2,9
Terence Morris,morrite01,2006,SF,27,ORL,22,192,,12%,84%,4%,,0.1,1.3,3,3,11,1,1,0,8,1,1
Alonzo Mourning,mournal01,2006,C,35,MIA,65,1302,,,,1%,99%,10.0,8.5,9,15,87,26,96,9,25,20,27
Troy Murphy,murphtr01,2006,PF,25,GSW,74,2516,,,,74%,26%,-3.2,-3.8,30,36,80,23,139,11,243,33,58
Lamond Murray,murrala01,2006,SF,32,NJN,57,576,,2%,66%,32%,,-5.7,-8.3,6,6,38,3,19,2,31,1,2
Ronald Murray,murraro01,2006,SG,26,TOT,76,2112,30%,67%,2%,,,-1.7,-1.8,50,53,50,15,110,6,447,21,63
Ronald Murray,murraro01,2006,SG,26,SEA,48,1085,53%,46%,1%,,,-7.3,-5.5,26,35,31,6,63,4,279,13,39
Ronald Murray,murraro01,2006,SG,26,CLE,28,1027,6%,90%,4%,,,4.2,2.2,24,18,19,9,47,2,168,8,24
Dikembe Mutombo,mutomdi01,2006,C,39,HOU,64,955,,,,,100%,-3.3,-2.3,3,9,63,10,36,6,9,5,11
Boniface N'Dong,ndongbo01,2006,C,28,LAC,23,152,,,,36%,64%,-14.0,-16.5,1,1,14,0,5,2,16,1,3
Bostjan Nachbar,nachbbo01,2006,PF-SF,25,TOT,36,502,,,82%,18%,,-0.9,1.6,8,6,28,3,18,8,63,2,6
Bostjan Nachbar,nachbbo01,2006,PF,25,NOK,25,405,,,90%,10%,,0.0,3.4,8,5,22,1,15,7,50,2,5
Bostjan Nachbar,nachbbo01,2006,SF,25,NJN,11,97,,,46%,55%,,-4.7,-6.3,0,1,6,2,3,1,13,0,1
Lee Nailon,nailole01,2006,PF,30,PHI,22,237,,,6%,77%,17%,-0.7,1.3,2,2,11,5,9,1,16,3,4
Eduardo Najera,najered01,2006,PF,29,DEN,64,1449,,,5%,87%,8%,1.4,1.8,22,12,83,15,44,21,111,12,28
Steve Nash,nashst01,2006,PG,31,PHO,79,2796,87%,13%,,,,8.7,9.1,186,66,42,7,79,39,1874,28,31
Jameer Nelson,nelsoja01,2006,PG,23,ORL,62,1784,97%,3%,,,,2.5,6.6,75,43,80,17,69,12,665,17,41
Rasho Nesterovic,nestera01,2006,C,29,SAS,80,1515,,,,,100%,9.9,2.9,22,12,124,9,13,12,76,2,13
Ira Newble,newblir01,2006,SG,31,CLE,36,353,,78%,22%,,,2.2,-0.4,5,3,20,1,4,2,19,1,5
Andres Nocioni,nocioan01,2006,PF,26,CHI,82,2239,,,42%,56%,1%,-1.4,-5.5,34,42,128,23,92,64,274,23,68
Moochie Norris,norrimo01,2006,PG,32,TOT,45,424,89%,11%,,,,-7.2,-5.2,15,10,20,2,18,2,112,3,10
Moochie Norris,norrimo01,2006,PG,32,HOU,29,241,94%,6%,,,,5.6,7.6,7,6,11,1,7,1,65,1,8
Moochie Norris,norrimo01,2006,PG,32,NOK,16,183,83%,18%,,,,-24.1,-22.0,8,4,9,1,11,1,47,2,2
Dirk Nowitzki,nowitdi01,2006,PF,27,DAL,81,3089,,,,90%,10%,8.4,8.2,71,50,102,18,219,12,502,57,71
Jermaine O'Neal,onealje01,2006,PF,27,IND,51,1802,,,,45%,55%,2.4,1.1,47,40,96,31,172,35,306,41,58
Shaquille O'Neal,onealsh01,2006,C,33,MIA,59,1806,,,,,100%,7.1,5.3,32,38,125,43,204,6,271,71,34
Fabricio Oberto,obertfa01,2006,C,30,SAS,59,490,,,,24%,76%,-1.6,-11.1,7,7,54,5,7,9,62,1,10
Lamar Odom,odomla01,2006,PF,26,LAL,80,3221,,,12%,78%,10%,3.4,4.7,96,45,116,43,131,11,1003,35,58
Emeka Okafor,okafoem01,2006,PF,23,CHA,26,874,,,,79%,21%,-4.4,0.0,14,15,44,11,56,5,71,9,28
Mehmet Okur,okurme01,2006,PF,26,UTA,82,2945,,,,62%,39%,-2.4,3.2,61,46,173,20,172,35,416,35,66
Kevin Ollie,ollieke01,2006,SG,33,PHI,70,1069,42%,58%,,,,-8.6,-9.0,17,6,39,4,20,14,223,4,9
Michael Olowokandi,olowomi01,2006,C,30,TOT,48,919,,,,,100%,-5.4,-3.6,4,9,48,18,22,3,53,5,13
Michael Olowokandi,olowomi01,2006,C,30,MIN,32,752,,,,,100%,-3.1,-1.1,2,6,39,14,18,3,40,5,12
Michael Olowokandi,olowomi01,2006,C,30,BOS,16,167,,,,,100%,-16.0,-15.0,2,3,9,4,4,0,13,0,1
Greg Ostertag,ostergr01,2006,C,32,UTA,60,807,,,,,100%,-10.0,-8.4,29,6,97,7,22,8,126,0,18
Bo Outlaw,outlabo01,2006,PF,34,ORL,32,355,,,2%,95%,3%,-1.4,-0.3,7,3,20,3,2,8,30,1,4
Travis Outlaw,outlatr01,2006,PF,21,POR,69,1153,,,21%,68%,12%,-13.8,-4.0,8,12,47,10,37,4,75,3,21
Andre Owens,owensan01,2006,PG,25,UTA,23,210,1%,96%,3%,,,-8.1,-5.1,2,6,9,3,8,1,19,1,13
Zaza Pachulia,pachuza01,2006,C,21,ATL,78,2452,,,,,100%,-5.6,-0.6,35,57,110,54,185,31,281,34,90
Scott Padgett,padgesc01,2006,PF,29,NJN,62,718,,,,93%,7%,-7.7,-11.1,12,6,50,2,14,2,95,3,11
Milt Palacio,palacmi01,2006,PG,27,UTA,71,1376,82%,19%,,,,-3.5,-0.4,41,36,55,19,57,6,434,8,47
Jannero Pargo,pargoja01,2006,PG,26,CHI,57,646,100%,,,,,0.5,-0.5,41,8,29,7,6,12,209,1,9
Smush Parker,parkesm01,2006,PG,24,LAL,82,2773,100%,,,,,3.3,2.9,81,45,84,10,69,23,685,16,35
Tony Parker,parketo01,2006,PG,23,SAS,80,2715,92%,8%,,,,10.4,7.3,111,68,41,32,154,9,1065,48,78
Ruben Patterson,patteru01,2006,SF-SG,30,TOT,71,1792,,37%,60%,4%,,-5.2,1.9,44,46,42,33,153,10,276,33,82
Ruben Patterson,patteru01,2006,SF,30,POR,45,1056,,16%,80%,4%,,-5.9,7.0,22,26,23,14,97,8,132,23,50
Ruben Patterson,patteru01,2006,SG,30,DEN,26,736,,67%,31%,3%,,-4.1,-5.4,22,20,19,19,56,2,144,10,32
Chris Paul,paulch01,2006,PG,20,NOK,78,2808,60%,41%,,,,-3.3,-0.6,74,60,58,33,150,22,1323,30,66
Sasha Pavlovic,pavloal01,2006,SG,22,CLE,53,813,,79%,19%,1%,,0.8,-2.3,13,10,32,14,23,4,53,5,12
Gary Payton,paytoga01,2006,PG,37,MIA,81,2305,70%,30%,,,,3.0,-3.0,52,20,65,10,27,14,588,7,24
Kendrick Perkins,perkike01,2006,C,21,BOS,68,1332,,,,18%,82%,-2.3,-0.9,35,25,104,22,64,7,161,18,32
Morris Peterson,petermo01,2006,SG,28,TOR,82,3140,,82%,18%,,,-4.0,-2.4,44,37,94,25,125,48,419,28,21
Johan Petro,petrojo01,2006,C,20,SEA,68,1282,,,,,100%,-6.1,-4.2,19,15,118,15,36,7,34,5,25
Eric Piatkowski,piatker01,2006,SG,35,CHI,29,228,,47%,51%,2%,,2.5,1.6,9,1,10,1,1,0,28,1,3
Paul Pierce,piercpa01,2006,SF,28,BOS,79,3084,,36%,59%,5%,,-1.0,2.8,118,90,105,32,332,26,846,71,88
Mickael Pietrus,pietrmi01,2006,SF,23,GSW,52,1179,,20%,73%,7%,,-6.2,-6.3,22,25,49,15,57,8,105,11,31
Zoran Planinic,planizo01,2006,PG,23,NJN,56,596,76%,24%,,,,-6.0,-8.7,16,19,37,5,24,4,120,1,18
Pavel Podkolzin,podkopa01,2006,C,21,DAL,1,18,,,,,100%,3.8,-2.8,0,2,0,0,2,0,0,0,1
Scot Pollard,pollasc01,2006,C,30,IND,45,771,,,,7%,93%,5.3,4.4,10,10,70,5,20,6,60,9,13
James Posey,poseyja01,2006,SF,29,MIA,67,1914,,3%,97%,,,5.7,2.8,32,9,80,9,16,31,208,5,10
Vitaly Potapenko,potapvi01,2006,C,30,TOT,33,353,,,,,100%,-9.9,-7.4,5,6,22,1,6,3,21,0,7
Vitaly Potapenko,potapvi01,2006,C,30,SEA,24,321,,,,,100%,-7.9,-5.0,3,6,19,1,6,3,16,0,6
Vitaly Potapenko,potapvi01,2006,C,30,SAC,9,32,,,,,100%,-30.0,-32.0,2,0,3,0,0,0,5,0,1
Josh Powell,poweljo01,2006,PF,23,DAL,37,429,,3%,36%,61%,1%,1.3,-5.9,4,7,26,4,22,0,20,1,8
Ronnie Price,pricero01,2006,PG,22,SAC,29,150,84%,16%,,,,-10.6,-12.8,5,3,5,1,6,1,23,1,4
Tayshaun Prince,princta01,2006,SF,25,DET,82,2898,,,99%,1%,,12.6,16.4,35,36,54,8,109,11,432,27,54
Laron Profit,profila01,2006,SG,28,LAL,25,279,9%,87%,5%,,,-5.7,-8.8,9,12,4,2,8,0,35,1,3
Joel Przybilla,przybjo01,2006,C,26,POR,56,1395,,,,,100%,-9.5,2.3,20,15,61,22,72,3,92,12,35
Vladimir Radmanovic,radmavl01,2006,PF,25,TOT,77,1974,,,26%,66%,8%,-3.1,-2.8,43,25,121,13,43,4,307,11,36
